# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.get.modules.ms,1747802772271000000,1747802832271000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1747802772271000000,1747802832271000000,1
workspaceModel.orphan.listener.update.ms,1747802772271000000,1747802832271000000,6
jps.global.handle.changed.events.ms,1747802772271000000,1747802832271000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1747802772271000000,1747802832271000000,10
workspaceModel.mutableEntityStorage.referrers.ms,1747802772271000000,1747802832271000000,0
FileNameCache.totalMisses,1747802772271000000,1747802832271000000,0
FileNameCache.queries,1747802772271000000,1747802832271000000,549
Indexes.entries.lookupDurationAvgMs,1747802832271000000,1747802884715000000,0.0
Indexes.stubs.lookupDurationMaxMs,1747802832271000000,1747802884715000000,0.0
Indexes.entries.lookupDurationMaxMs,1747802832271000000,1747802884715000000,0.0
Indexes.stubs.lookupDuration90PMs,1747802832271000000,1747802884715000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1747802832271000000,1747802884715000000,0.0
Indexes.allKeys.lookups,1747802832271000000,1747802884715000000,0.0
Indexes.entries.lookupDuration90PMs,1747802832271000000,1747802884715000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1747802832271000000,1747802884715000000,0.0
Indexes.stubs.lookups,1747802832271000000,1747802884715000000,0.0
Indexes.stubs.lookupDurationAvgMs,1747802832271000000,1747802884715000000,0.0
Indexes.entries.lookups,1747802832271000000,1747802884715000000,0.0
Indexes.allKeys.lookupDuration90PMs,1747802832271000000,1747802884715000000,0.0
workspaceModel.check.recursive.update.ms,1747802832271000000,1747802884715000000,1
workspaceModel.init.bridges.ms,1747802832271000000,1747802884715000000,1
workspaceModel.loading.total.ms,1747802832271000000,1747802884715000000,277
workspaceModel.replace.project.model.ms,1747802832271000000,1747802884715000000,0
workspaceModel.collect.changes.ms,1747802832271000000,1747802884715000000,0
workspaceModel.updates.ms,1747802832271000000,1747802884715000000,196
workspaceModel.update.unloaded.entities.ms,1747802832271000000,1747802884715000000,0
workspaceModel.pre.handlers.ms,1747802832271000000,1747802884715000000,0
workspaceModel.updates.precise.ms,1747802832271000000,1747802884715000000,0
workspaceModel.updates.count,1747802832271000000,1747802884715000000,3
workspaceModel.loading.from.cache.ms,1747802832271000000,1747802884715000000,214
workspaceModel.to.snapshot.ms,1747802832271000000,1747802884715000000,1
workspaceModel.initializing.ms,1747802832271000000,1747802884715000000,1
JVM.GC.collections,1747802832271000000,1747802884715000000,0
JVM.maxHeapBytes,1747802832271000000,1747802884715000000,2147483648
JVM.totalBytesAllocated,1747802832271000000,1747802884715000000,15394976
OS.loadAverage,1747802832271000000,1747802884715000000,7.1533203125
JVM.usedNativeBytes,1747802832271000000,1747802884715000000,434375760
JVM.threadCount,1747802832271000000,1747802884715000000,60
JVM.maxNativeBytes,1747802832271000000,1747802884715000000,-1
JVM.usedHeapBytes,1747802832271000000,1747802884715000000,792214696
JVM.GC.collectionTimesMs,1747802832271000000,1747802884715000000,0
JVM.totalCpuTimeMs,1747802832271000000,1747802884715000000,1386
AWTEventQueue.dispatchTimeMaxNs,1747802832271000000,1747802884715000000,0
FlushQueue.queueSizeMax,1747802832271000000,1747802884715000000,0
NonBlockingReadAction.finalizedExecutionsCount,1747802832271000000,1747802884715000000,0
AWTEventQueue.dispatchTimeTotalNS,1747802832271000000,1747802884715000000,164038030
FlushQueue.executionTimeMaxNs,1747802832271000000,1747802884715000000,0
FlushQueue.executionTimeAvgNs,1747802832271000000,1747802884715000000,0.0
AWTEventQueue.dispatchTime90PNs,1747802832271000000,1747802884715000000,0
FlushQueue.queueSizeAvg,1747802832271000000,1747802884715000000,0.0
NonBlockingReadAction.failedExecutionsCount,1747802832271000000,1747802884715000000,0
FlushQueue.executionTime90PNs,1747802832271000000,1747802884715000000,0
FlushQueue.waitingTimeMaxNs,1747802832271000000,1747802884715000000,0
NonBlockingReadAction.failedExecutionTimeUs,1747802832271000000,1747802884715000000,0
AWTEventQueue.dispatchTimeAvgNs,1747802832271000000,1747802884715000000,0.0
WriteAction.executionsCount,1747802832271000000,1747802884715000000,1
FlushQueue.queueSize90P,1747802832271000000,1747802884715000000,0
FlushQueue.waitingTime90PNs,1747802832271000000,1747802884715000000,0
ReadAction.executionsCount,1747802832271000000,1747802884715000000,233
FlushQueue.waitingTimeAvgNs,1747802832271000000,1747802884715000000,0.0
AWTEventQueue.eventsDispatched,1747802832271000000,1747802884715000000,0
FlushQueue.tasksExecuted,1747802832271000000,1747802884715000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1747802832271000000,1747802884715000000,0
DirectByteBufferAllocator.reclaimed,1747802832271000000,1747802884715000000,45
StorageLockContext.competingThreads.avg,1747802832271000000,1747802884715000000,0.0
MappedFileStorage.totalBytesMapped,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.heapBytesInUse,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalPagesReadMs,1747802832271000000,1747802884715000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1747802832271000000,1747802884715000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747802832271000000,1747802884715000000,46170112
FilePageCache.totalPageLoadsUs,1747802832271000000,1747802884715000000,497
DirectByteBufferAllocator.misses,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1747802832271000000,1747802884715000000,36
FilePageCacheLockFree.totalPageAllocationsWaited,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalPagesWriteMs,1747802832271000000,1747802884715000000,0
FilePageCache.uncachedFileAccess,1747802832271000000,1747802884715000000,5
FilePageCache.pageLoadsAboveSizeThreshold,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1747802832271000000,1747802884715000000,16384
FilePageCacheLockFree.housekeeperTurnsDone,1747802832271000000,1747802884715000000,107
FilePageCacheLockFree.nativeBytesInUse,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalPagesHandedOver,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalBytesWritten,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalPagesAllocated,1747802832271000000,1747802884715000000,0
FilePageCache.pageFastCacheHits,1747802832271000000,1747802884715000000,20
DirectByteBufferAllocator.disposed,1747802832271000000,1747802884715000000,279
FilePageCache.pageHits,1747802832271000000,1747802884715000000,0
MappedFileStorage.storages,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747802832271000000,1747802884715000000,2
FilePageCacheLockFree.totalNativeBytesAllocated,1747802832271000000,1747802884715000000,0
FilePageCache.pageLoads,1747802832271000000,1747802884715000000,1
FilePageCacheLockFree.totalPagesRequestsMs,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalPagesRequested,1747802832271000000,1747802884715000000,0
FilePageCache.capacityInBytes,1747802832271000000,1747802884715000000,503316478
MappedFileStorage.totalPagesMapped,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1747802832271000000,1747802884715000000,0
FilePageCacheLockFree.totalPagesWritten,1747802832271000000,1747802884715000000,0
StorageLockContext.competingThreads.90P,1747802832271000000,1747802884715000000,0
StorageLockContext.competingThreads.max,1747802832271000000,1747802884715000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747802832271000000,1747802884715000000,41975808
FilePageCache.maxCacheSizeInBytes,1747802832271000000,1747802884715000000,338706432
DirectByteBufferAllocator.hits,1747802832271000000,1747802884715000000,1
FilePageCacheLockFree.housekeeperTurnsSkipped,1747802832271000000,1747802884715000000,40953
FilePageCacheLockFree.totalBytesRequested,1747802832271000000,1747802884715000000,0
FilePageCache.totalPageDisposalsUs,1747802832271000000,1747802884715000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1747802832271000000,1747802884715000000,1198958
FilePageCacheLockFree.totalPagesReclaimed,1747802832271000000,1747802884715000000,2
FilePageCacheLockFree.totalBytesRead,1747802832271000000,1747802884715000000,0
FilePageCache.maxRegisteredFiles,1747802832271000000,1747802884715000000,547
FilePageCache.disposedBuffers,1747802832271000000,1747802884715000000,322
FilePageCacheLockFree.totalHeapBytesReclaimed,1747802832271000000,1747802884715000000,0
workspaceModel.save.cache.to.file.ms,1747802832271000000,1747802884715000000,66
workspaceModel.moduleBridge.before.changed.ms,1747802832271000000,1747802884715000000,0
jps.app.storage.content.reader.load.component.ms,1747802832271000000,1747802884715000000,0
jps.save.changed.project.entities.ms,1747802832271000000,1747802884715000000,47
workspaceModel.mutableEntityStorage.entities.by.source.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1747802832271000000,1747802884715000000,10
jps.storage.jps.conf.reader.load.component.ms,1747802832271000000,1747802884715000000,2
jps.app.storage.content.writer.save.component.ms,1747802832271000000,1747802884715000000,0
jps.artifact.entities.serializer.save.entities.ms,1747802832271000000,1747802884715000000,0
jps.modifiable.module.model.bridge.new.module.ms,1747802832271000000,1747802884715000000,25
workspaceModel.mutableEntityStorage.put.entity.ms,1747802832271000000,1747802884715000000,8
jps.load.project.to.empty.storage.ms,1747802832271000000,1747802884715000000,34
jps.module.iml.entities.serializer.load.entities.ms,1747802832271000000,1747802884715000000,0
jps.reload.project.entities.ms,1747802832271000000,1747802884715000000,0
jps.library.entities.serializer.load.entities.ms,1747802832271000000,1747802884715000000,0
jps.project.serializers.save.ms,1747802832271000000,1747802884715000000,47
workspaceModel.mutableEntityStorage.to.snapshot.ms,1747802832271000000,1747802884715000000,2
workspaceModel.load.cache.from.file.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.entities.ms,1747802832271000000,1747802884715000000,1
jps.module.iml.entities.serializer.save.entities.ms,1747802832271000000,1747802884715000000,18
workspaceModel.global.updates.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1747802832271000000,1747802884715000000,1
workspaceModel.moduleBridge.update.option.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1747802832271000000,1747802884715000000,109
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1747802832271000000,1747802884715000000,0
jps.global.handle.before.change.events.ms,1747802832271000000,1747802884715000000,0
workspaceModel.global.updates.count,1747802832271000000,1747802884715000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1747802832271000000,1747802884715000000,1
jps.facet.change.listener.process.change.events.ms,1747802832271000000,1747802884715000000,0
jps.global.get.library.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1747802832271000000,1747802884715000000,3
jps.apply.loaded.storage.ms,1747802832271000000,1747802884715000000,20
jps.save.global.entities.ms,1747802832271000000,1747802884715000000,3
jps.facet.change.listener.before.change.events.ms,1747802832271000000,1747802884715000000,1
workspaceModel.mutableEntityStorage.add.diff.ms,1747802832271000000,1747802884715000000,5
jps.global.get.library.by.name.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1747802832271000000,1747802884715000000,0
workspaceModel.global.apply.state.to.project.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1747802832271000000,1747802884715000000,0
jps.library.entities.serializer.save.entities.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1747802832271000000,1747802884715000000,0
jps.project.serializers.load.ms,1747802832271000000,1747802884715000000,2
workspaceModel.moduleManagerBridge.load.module.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1747802832271000000,1747802884715000000,2
workspaceModel.mutableEntityStorage.modify.entity.ms,1747802832271000000,1747802884715000000,2
jps.modifiable.module.model.bridge.renaming.ms,1747802832271000000,1747802884715000000,0
jps.modifiable.module.model.bridge.load.module.ms,1747802832271000000,1747802884715000000,0
jps.artifact.entities.serializer.load.entities.ms,1747802832271000000,1747802884715000000,0
jps.facet.change.listener.init.bridge.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1747802832271000000,1747802884715000000,0
jps.global.initialize.library.bridges.after.loading.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1747802832271000000,1747802884715000000,0
workspaceModel.sync.entities.ms,1747802832271000000,1747802884715000000,0
jps.modifiable.module.model.bridge.disposing.ms,1747802832271000000,1747802884715000000,0
jps.global.get.libraries.ms,1747802832271000000,1747802884715000000,0
jps.load.initial.state.ms,1747802832271000000,1747802884715000000,4
workspaceModel.load.cache.metadata.from.file.ms,1747802832271000000,1747802884715000000,0
jps.global.initialize.library.bridges.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1747802832271000000,1747802884715000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1747802832271000000,1747802884715000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1747802832271000000,1747802884715000000,1
workspaceModel.orphan.listener.update.ms,1747802832271000000,1747802884715000000,6
jps.global.handle.changed.events.ms,1747802832271000000,1747802884715000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1747802832271000000,1747802884715000000,10
workspaceModel.mutableEntityStorage.referrers.ms,1747802832271000000,1747802884715000000,0
